PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	EY	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Li, Bing; Wang, Zidong; Ma, Lifeng				Li, Bing/D-3463-2013	Li, Bing/0000-0002-4780-1708			An Event-Triggered Pinning Control Approach to Synchronization of Discrete-Time Stochastic Complex Dynamical Networks								IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS				29	12			5812	5822		10.1109/TNNLS.2018.2812098					DEC 2018	2018	This paper is concerned with the synchronization analysis and control problems for a class of nonlinear discrete-time stochastic complex dynamical networks (CDNs) consisting of identical nodes. The discrete-time stochastic dynamical networks under consideration are quite general that account for asymmetric coupling configuration, nonlinear inner coupling structures as well as nonidentical exogenous disturbances. By resorting to both the error bound and the synchronization probability, a notion of quasi-synchronization in probability is first introduced to assess the synchronization performance of the addressed CDNs. An event-triggered pinning feedback control strategy is adopted to control a small fraction of the network nodes with hope to reduce the frequency of updating and communication in the control process while preserving the desired dynamical behaviors of the controlled networks. By using the Lyapunov function method and the stochastic analysis techniques, a general framework is established within which the problems of dynamics analysis and controller synthesis are solved for the closed-loop stochastic dynamical networks. Two numerical examples and their simulations are presented to illustrate the effectiveness and the usefulness of our theoretical results.									5	0	0	0	0	5			2162-237X	2162-2388		WOS:000451230100002	29994101	
J	Chalupa, David; Hawick, Ken A.; Walker, James A.								Hybrid Bridge-Based Memetic Algorithms for Finding Bottlenecks in Complex Networks								BIG DATA RESEARCH				14				68	80		10.1016/j.bdr.2018.04.001					DEC 2018	2018	We propose a memetic approach to find bottlenecks in complex networks based on searching for a graph partitioning with minimum conductance. Finding the optimum of this problem, also known in statistical mechanics as the Cheeger constant, is one of the most interesting NP-hard network optimisation problems. The existence of low conductance minima indicates bottlenecks in complex networks. However, the problem has not yet been explored in depth in the context of applied discrete optimisation and evolutionary approaches to solve it. In this paper, the use of a memetic framework is explored to solve the minimum conductance problem. The approach combines a hybrid method of initial population generation based on bridge identification and local optima sampling with a steady-state evolutionary process with two local search subroutines. These two local search subroutines have complementary qualities. Efficiency of three crossover operators is explored, namely one-point crossover, uniform crossover, and our own partition crossover. Experimental results are presented for both artificial and real-world complex networks. Results for Barabasi-Albert model of scale-free networks are presented, as well as results for samples of social networks and protein-protein interaction networks. These indicate that both well-informed initial population generation and the use of a crossover seem beneficial in solving the problem in large-scale. (C) 2018 Elsevier Inc. All rights reserved.									0	0	0	0	0	0			2214-5796			WOS:000451479000007		
J	Bartel, Jacob W.; Dewan, Prasun								Towards Evolutionary Named Group Recommendations								COMPUTER SUPPORTED COOPERATIVE WORK-THE JOURNAL OF COLLABORATIVE COMPUTING				27	3-6	SI		983	1018		10.1007/s10606-018-9321-5					DEC 2018	2018	When sharing information, a common tactic for reducing the cost of choosing recipients is to form named groups of users. These groups are then selected as recipients in lieu of or in addition to users. However, keeping named groups up to date is a difficult and error-prone task when conducted manually. Past schemes automating this task make different tradeoffs and can be distinguished based on several factors including the types of named groups they consider, whether they evolve a specific group or a set of multiple groups, and how integrated they are with techniques for predicting initial groups. We analyze these approaches and identify a design space of potential evolutionary approaches. Using this analysis, we introduce a novel approach for automatically suggesting a sub-type of evolution, evolutionary growth. This approach (a) requires no prior knowledge of which groups change, (b) composes, and therefore interoperates, with an existing engine for recommending named groups, and (c) extracts groups from the social graph of multiple types of applications regardless of whether the graph are explicit or derived implicitly from message communication. Our evaluation considers social graphs created using explicit and implicit connections, and identifies the conditions under which the approach outperforms baseline techniques.					16th European Conference on Computer-Supported Cooperative Work - The International Venue on Practice-Centred Computing and the Design of Cooperation Technologies (ECSCW)16th European Conference on Computer-Supported Cooperative Work - The International Venue on Practice-Centred Computing and the Design of Cooperation Technologies (ECSCW)	JUN 04-08, 2018JUN 04-08, 2018		Nancy, FRANCENancy, FRANCE	0	0	0	0	0	0			0925-9724	1573-7551		WOS:000441232100022		
J	Schlaile, Michael P.; Knausberg, Theresa; Mueller, Matthias; Zeman, Johannes				Schlaile, Michael P./Q-8095-2019	Schlaile, Michael P./0000-0002-9269-0306; Mueller, Matthias/0000-0001-8213-0447			Viral ice buckets: A memetic perspective on the ALS Ice Bucket Challenge's diffusion								COGNITIVE SYSTEMS RESEARCH				52				947	969		10.1016/j.cogsys.2018.09.012					DEC 2018	2018	This paper presents an exploratory memetic perspective on the diffusion pattern of the ALS Ice Bucket Challenge. More precisely, the paper contributes to research on social learning, cultural evolution, and social contagion by shedding light on endogenous (meme-related) as well as exogenous (structural) properties that may have influenced the Ice Bucket Challenge's diffusion. In a first pillar, we present a descriptive memetic analysis of the diffusion pattern, including an evaluation of the Ice Bucket Challenge according to memetic criteria for successful replication. In the second pillar, we present an agent-based simulation model designed to illuminate the influence of particular social network characteristics on the Ice Bucket Challenge's diffusion. By combining these two pillars, we contribute to the advancement of memetic theory, narrowing the gap between a solely meme-centered perspective and social network analysis. (C) 2018 The Authors. Published by Elsevier B.V.									0	0	0	0	0	0			1389-0417			WOS:000450854400095		
J	Zhang, Qingpeng; Zhong, Lu; Gao, Siyang; Li, Xiaoming				; Zhang, Qingpeng/D-4682-2011	Li, Xiaoming/0000-0002-5555-9034; Zhang, Qingpeng/0000-0002-6819-0686			Optimizing HIV Interventions for Multiplex Social Networks via Partition-Based Random Search								IEEE TRANSACTIONS ON CYBERNETICS				48	12	SI		3411	3419		10.1109/TCYB.2018.2853611					DEC 2018	2018	There are multiple modes for human immunodeficiency virus (HIV) transmissions, each of which is usually associated with a certain key population (e.g., needle sharing among people who inject drugs). Recent field studies revealed the merging trend of multiple key populations, making HIV intervention difficult because of the existence of multiple transmission modes in such complex multiplex social networks. In this paper, we aim to address this challenge by developing a multiplex social network framework to capture the multimode transmission across two key populations. Based on the multiplex social network framework, we propose a new random search method, named partition-based random search with network and memory prioritization (PRS-NMP), to identify the optimal subset of high-value individuals in the social network for interventions. Numerical experiments demonstrated that the proposed PRS-NMP-based interventions could effectively reduce the scale of HIV transmissions. The performance of PRS-NMP-based interventions is consistently better than the benchmark nested partitions method and network-based metrics.									1	0	0	0	0	1			2168-2267	2168-2275		WOS:000450613100014	30010610	
J	Bremus, Franziska; Buch, Claudia M.; Russ, Katheryn N.; Schnitzer, Monika				Li, Wang/M-1612-2019				Big Banks and Macroeconomic Outcomes: Theory and Cross-Country Evidence of Granularity								JOURNAL OF MONEY CREDIT AND BANKING				50	8			1785	1825		10.1111/jmcb.12545					DEC 2018	2018	Does the mere presence of big banks affect macroeconomic outcomes? We develop a theory of granularity for the banking sector by modeling heterogeneous banks charging variable markups. Using data for a large set of countries, we show that the banking sector is indeed "granular," as the right tail of the bank size distribution follows a power law. We demonstrate empirically that the presence of big banks, measured by a high degree of market concentration, is associated with a positive and significant relationship between bank-level credit growth and aggregate growth of credit or GDP.									1	0	0	0	0	1			0022-2879	1538-4616		WOS:000450526600004		
J	Torra, Vicenc; Jonsson, Annie; Navarro-Arribas, Guillermo; Salas, Julian					Navarro-Arribas, Guillermo/0000-0003-3535-942X			Synthetic generation of spatial graphs								INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS				33	12			2364	2378		10.1002/int.22034					DEC 2018	2018	Graphs can be used to model many different types of interaction networks, for example, online social networks or animal transport networks. Several algorithms have thus been introduced to build graphs according to some predefined conditions. In this paper, we present an algorithm that generates spatial graphs with a given degree sequence. In spatial graphs, nodes are located in a space equiped with a metric. Our goal is to define a graph in such a way that the nodes and edges are positioned according to an underlying metric. More particularly, we have constructed a greedy algorithm that generates nodes proportional to an underlying probability distribution from the spatial structure, and then generates edges inversely proportional to the Euclidean distance between nodes. The algorithm first generates a graph that can be a multigraph, and then corrects multiedges. Our motivation is in data privacy for social networks, where a key problem is the ability to build synthetic graphs. These graphs need to satisfy a set of required properties (e.g., the degrees of the nodes) but also be realistic, and thus, nodes (individuals) should be located according to a spatial structure and connections should be added taking into account nearness.									0	0	0	0	0	0			0884-8173	1098-111X		WOS:000448278500004		
J	Yoghourdjian, Vahan; Dwyer, Tim; Klein, Karsten; Marriott, Kim; Wybrow, Michael					Wybrow, Michael/0000-0001-5536-7780; Dwyer, Tim/0000-0002-9076-9571			Graph Thumbnails: Identifying and Comparing Multiple Graphs at a Glance								IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS				24	12			3081	3095		10.1109/TVCG.2018.2790961					DEC 2018	2018	We propose Graph Thumbnails, small icon-like visualisations of the high-level structure of network data. Graph Thumbnails are designed to be legible in small multiples to support rapid browsing within large graph corpora. Compared to existing graph-visualisation techniques our representation has several advantages: (1) the visualisation can be computed in linear time; (2) it is canonical in the sense that isomorphic graphs will always have identical thumbnails; and (3) it provides precise information about the graph structure. We report the results of two user studies. The first study compares Graph Thumbnails to node-link and matrix views for identifying similar graphs. The second study investigates the comprehensibility of the different representations. We demonstrate the usefulness of this representation for summarising the evolution of protein-protein interaction networks across a range of species.									0	0	0	0	0	0			1077-2626	1941-0506		WOS:000449079000007	29993949	
J	Mani, Nivedita; Ackermann, Lena								Why Do Children Learn the Words They Do?								CHILD DEVELOPMENT PERSPECTIVES				12	4			253	257		10.1111/cdep.12295					DEC 2018	2018	Most children can produce a few words by the end of their first year and rapidly acquire almost 30 times as many words in the following year. Although this general pattern remains the same for children learning different languages, the words individual children know are considerably different. In this article, we consider the possibility that children are an important source of variability in early vocabulary acquisition in the context of curiosity-driven approaches to language learning. In particular, we review research that supports two interrelated claims: that what children know and what children are interested in interact in shaping what children learn. We suggest that this, as well as the possibility that children are motivated intrinsically to learn language, sets the stage for early vocabulary learning.									0	0	0	0	0	0			1750-8592	1750-8606		WOS:000449689400007		
J	Chen, Yan; Qi, Youran; Liu, Qing; Chien, Peter				Li, Wang/M-1612-2019				Sequential sampling enhanced composite likelihood approach to estimation of social intercorrelations in large-scale networks								QME-QUANTITATIVE MARKETING AND ECONOMICS				16	4			409	440		10.1007/s11129-018-9199-z					DEC 2018	2018	The increasing access to large social network data has generated substantial interest in the marketing community. However, due to its large scale, traditional analysis methods often become inadequate. In this paper, we propose a sequential sampling enhanced composite likelihood approach for efficient estimation of social intercorrelations in large-scale networks using the spatial model. Given a known population network, the proposed approach sequentially takes small samples from the network, and adaptively improves model parameter estimates through learnings obtained from previous samples. In comparison to population-based maximum likelihood estimation that is computationally prohibitive when the network size is large, the proposed approach makes it computationally feasible to analyze large networks and provide efficient estimation of social intercorrelations among members in large networks. In comparison to sample-based estimation that relies on information purely from the sample and produces underestimation bias in social intercorrelation estimates, the proposed approach effectively uses information from the population without compromising computation efficiency. Through simulation studies based on simulated networks and real networks, we demonstrate significant advantages of the proposed approach over benchmark estimation methods and discuss managerial implications. We also discuss extension of the proposed approach in the context of an unknown population network structure, as well as in an alternative form of the spatial model.									0	0	0	0	0	0			1570-7156	1573-711X		WOS:000448853700002		
J	Fazekas, I.; Noszaly, Cs.; Perecsenyi, A.								A population evolution model and its applications to random networks								STATISTICS & PROBABILITY LETTERS				143				17	27		10.1016/j.spl.2018.07.012					DEC 2018	2018	A general population evolution model is considered. Any individual of the population is characterized by its score. Certain general conditions are assumed concerning the number of the individuals and their scores. Asymptotic theorems are obtained for the number of individuals having a fixed score. Then it is proved that the score distribution is scale free. The result is applied to obtain the weight distribution of cliques in a random graph evolution model. (C) 2018 Elsevier B.V. All rights reserved.									0	0	0	0	0	0			0167-7152	1879-2103		WOS:000446950100003		
J	Xie, Huijuan; Gong, Yubing								Effect of Channel Block on Multiple Coherence Resonance Induced by Time Delay in Adaptive Neuronal Networks with Spike-Timing-Dependent Plasticity								FLUCTUATION AND NOISE LETTERS				17	4					1850036	10.1142/S0219477518500360					DEC 2018	2018	In this paper, we study effect of channel block (CB) on multiple coherence resonance (MCR) in adaptive scale-free Hodgkin-Huxley neuronal networks with spike-timing-dependent plasticity (STDP). It is found that potassium CB suppresses MCR, but sodium CB can enhance MCR, and there is optimal sodium CB level by which MCR becomes most pronounced. In addition, STDP has a significant influence on the effect of CB on MCR. As adjusting rate A(p )of STDP increases, for potassium CB there is proper A(p )by which MCR is most pronounced; however, for sodium CB MCR is reduced. These findings could provide a new insight into effect of CB on information processing in neural systems.									0	0	0	0	0	0			0219-4775	1793-6780		WOS:000444766200009		
J	Tang, Wenchang; Ji, Feng; Tay, Wee Peng				Tay, Wee Peng/A-5110-2011	Tay, Wee Peng/0000-0002-1543-195X			Estimating Infection Sources in Networks Using Partial Timestamps								IEEE TRANSACTIONS ON INFORMATION FORENSICS AND SECURITY				13	12			3035	3049		10.1109/TIFS.2018.2837655					DEC 2018	2018	We study the problem of identifying infection sources in a network based on the network topology, and a subset of infection timestamps. In the case of a single infection source in a tree network, we derive the maximum likelihood estimator of the source and the unknown diffusion parameters. We then introduce a new heuristic involving an optimization over a parametrized family of Gromov matrices to develop a single source estimation algorithm for general graphs. Compared with the breadth-first search tree heuristic commonly adopted in the literature, simulations demonstrate that our approach achieves better estimation accuracy than several other benchmark algorithms, even though these require more information like the diffusion parameters. We next develop a multiple sources estimation algorithm for general graphs, which first partitions the graph into source candidate clusters, and then applies our single source estimation algorithm to each cluster. We show that if the graph is a tree, then each source candidate cluster contains at least one source. Simulations using synthetic and real networks, and experiments using real-world data suggest that our proposed algorithms are able to estimate the true infection source(s) to within a small number of hops with a small portion of the infection timestamps being observed.									2	0	0	0	0	2			1556-6013	1556-6021		WOS:000434453500008		
J	Yan, Yongjie; Yu, Guang; Yan, Xiangbin; Xie, Hui								Community cores expansion for overlapping community detection in complex networks								MODERN PHYSICS LETTERS B				32	33					1850405	10.1142/S0217984918504055					NOV 30 2018	2018	The identification of communities has attracted considerable attentions in the last few years. We propose a novel heuristic algorithm for overlapping community detection based on community cores in complex networks. We introduce a novel clique percolation algorithm and maximize cliques in the finding overlapping communities (node covers) in graphs. We show how vertices can be used to quantify types of local structure presented in a community and identify group nodes that have similar roles in relation to their neighbors. We compare the approach with other three common algorithms in the analysis of the Zachary's karate club network and the dolphins network. Experimental results in real-world and synthetic datasets (Lancichinetti-Fortunato-Radicchi (LFR) benchmark networks [A. Lancichinetti and S. Fortunato, Phys. Rev. E 80 (2009) 016118]) demonstrate the model has scalability and is well behaved.									0	0	0	0	0	0			0217-9849	1793-6640		WOS:000452641500004		
J	Dehmamy, Nima; Milanlouei, Soodabeh; Barabasi, Albert-Laszlo					Barabasi, Albert/0000-0002-4028-3522			A structural transition in physical networks								NATURE				563	7733			676	680		10.1038/s41586-018-0726-6					NOV 29 2018	2018	In many physical networks, including neurons in the brain(1,2), three-dimensional integrated circuits(3) and underground hyphal networks(4), the nodes and links are physical objects that cannot intersect or overlap with each other. To take this into account, non-crossing conditions can be imposed to constrain the geometry of networks, which consequently affects how they form, evolve and function. However, these constraints are not included in the theoretical frameworks that are currently used to characterize real networks(5-7). Most tools for laying out networks are variants of the force-directed layout algorithm(8,9)-which assumes dimensionless nodes and links-and are therefore unable to reveal the geometry of densely packed physical networks. Here we develop a modelling framework that accounts for the physical sizes of nodes and links, allowing us to explore how non-crossing conditions affect the geometry of a network. For small link thicknesses, we observe a weakly interacting regime in which link crossings are avoided via local link rearrangements, without altering the overall geometry of the layout compared to the force-directed layout. Once the link thickness exceeds a threshold, a strongly interacting regime emerges in which multiple geometric quantities, such as the total link length and the link curvature, scale with the link thickness. We show that the crossover between the two regimes is driven by the non-crossing condition, which allows us to derive the transition point analytically and show that networks with large numbers of nodes will ultimately exist in the strongly interacting regime. We also find that networks in the weakly interacting regime display a solid-like response to stress, whereas in the strongly interacting regime they behave in a gel-like fashion. Networks in the weakly interacting regime are amenable to 3D printing and so can be used to visualize network geometry, and the strongly interacting regime provides insights into the scaling of the sizes of densely packed mammalian brains.									1	0	0	0	0	1			0028-0836	1476-4687		WOS:000451599900052	30487615	
J	Singh, Rishi Ranjan; Iyengar, S. R. S.; Chaudhary, Shubham; Agarwal, Manas								An efficient heuristic for betweenness estimation and ordering								SOCIAL NETWORK ANALYSIS AND MINING				8	1					66	10.1007/s13278-018-0542-x					NOV 26 2018	2018	Centrality measures, erstwhile popular amongst the sociologists and psychologists, have seen broad and increasing applications across several disciplines of late. Amongst a plethora of application-specific definitions available in the literature to rank the vertices, closeness centrality, betweenness centrality and eigenvector centrality (page-rank) have been the widely applied ones. We are surrounded by networks where information, signal or commodities are flowing through the edges. Betweenness centrality comes as a handy tool to analyze such systems, but computation of these scores is a daunting task in large-size networks. Since computing the betweenness centrality of one node is conjectured to be same as time taken for computing the betweenness centrality of all the nodes, a fast algorithm was required that can efficiently estimate a node's betweenness score. In this paper, we propose a heuristic that efficiently estimates the betweenness score of a given node. The algorithm incorporates a non-uniform node-sampling model which is developed based on the analysis of random Erds-Renyi graphs. We apply the heuristic to estimate the ranking of an arbitrary k vertices, called betweenness-ordering problem, where k is much less than the total number of vertices. The proposed heuristic produces very efficient results even when runs for a linear time in the number of edges. An extensive experimental evidence is presented to demonstrate the performance of the proposed heuristic for betweenness estimation and ordering on several synthetic and real-world graphs.									0	0	0	0	0	0			1869-5450	1869-5469		WOS:000451379500001		
J	Broekel, Tom; Mueller, Wladimir								Critical links in knowledge networks - What about proximities and gatekeeper organisations?								INDUSTRY AND INNOVATION				25	10			919	939		10.1080/13662716.2017.1343130					NOV 26 2018	2018	The paper analyses links in knowledge networks that are essential for the integration and knowledge diffusion properties of the entire network. By focusing on critical links, as defined in network science, we evaluate these links' properties from the perspective of the proximity and regional gatekeeper literature. We thereby gain insights into likely conditions of their emergence and functions. Moreover, we extend the dyadic perspective on regional gatekeeper organisations and link it more strongly to the network science and proximity framework literature. An empirical study applies these arguments and investigates the proximity characteristics of critical links in 132 technology-specific subsidised knowledge networks in Germany. The results show that critical links tend be formed between regional gatekeepers that offer related knowledge resources. The links bridge institutional distances by utilising the benefits of geographic and social proximity.									0	0	0	0	0	0			1366-2716	1469-8390		WOS:000447132100001		
